tweet_id,text,favorite_count,retweet_count,created_at
1.6475E+18,RT HBhurgri My Hindu amp Christian brothers and sisters have been asking these questions for the last several years Do we have the answers,0,58,Sun Apr 16 07:19:41 +0000 2023
1.6475E+18,RT HBhurgri My Hindu amp Christian brothers and sisters have been asking these questions for the last several years Do we have the answers,0,58,Sun Apr 16 07:18:38 +0000 2023
1.6475E+18,When any Muslim talks against forced conversionMullahs in hisher comment sectionForcedConversions,0,0,Sun Apr 16 07:07:12 +0000 2023
1.64749E+18,RT voiceminority The man behind our miseries and the reason for rampant ForcedConversions in Pakistan especially Sindh SayNoToForce,0,67,Sun Apr 16 06:57:23 +0000 2023
1.64749E+18,RT HBhurgri My Hindu amp Christian brothers and sisters have been asking these questions for the last several years Do we have the answers,0,58,Sun Apr 16 06:39:03 +0000 2023
1.64749E+18,RT voiceminority The man behind our miseries and the reason for rampant ForcedConversions in Pakistan especially Sindh SayNoToForce,0,67,Sun Apr 16 06:30:22 +0000 2023
1.64748E+18,RT HBhurgri My Hindu amp Christian brothers and sisters have been asking these questions for the last several years Do we have the answers,0,58,Sun Apr 16 06:04:23 +0000 2023
1.64748E+18,RT JassiiSharma This video clearly shows that SumanLohana forcefully converted to Islam Quoted words of Sajjad Mahar He never meets be,0,6,Sun Apr 16 05:55:58 +0000 2023
1.64747E+18,RT HBhurgri My Hindu amp Christian brothers and sisters have been asking these questions for the last several years Do we have the answers,0,58,Sun Apr 16 05:30:52 +0000 2023
1.64747E+18,RT JassiiSharma This video clearly shows that SumanLohana forcefully converted to Islam Quoted words of Sajjad Mahar He never meets be,0,6,Sun Apr 16 05:27:48 +0000 2023
1.64747E+18,RT HBhurgri My Hindu amp Christian brothers and sisters have been asking these questions for the last several years Do we have the answers,0,22,Sun Apr 16 05:08:23 +0000 2023
1.64746E+18,RT JassiiSharma This video clearly shows that SumanLohana forcefully converted to Islam Quoted words of Sajjad Mahar He never meets be,0,6,Sun Apr 16 04:30:39 +0000 2023
1.64746E+18,RT JassiiSharma This video clearly shows that SumanLohana forcefully converted to Islam Quoted words of Sajjad Mahar He never meets be,0,6,Sun Apr 16 04:26:28 +0000 2023
1.64746E+18,RT HBhurgri My Hindu amp Christian brothers and sisters have been asking these questions for the last several years Do we have the answers,0,22,Sun Apr 16 04:23:04 +0000 2023
1.64746E+18,RT JassiiSharma This video clearly shows that SumanLohana forcefully converted to Islam Quoted words of Sajjad Mahar He never meets be,0,6,Sun Apr 16 04:22:33 +0000 2023
1.64745E+18,Not for saleForcedConversions Sindh Pakistan Hindu PakPMO SindhCMHouse CMShehbaz CMSindh,0,0,Sun Apr 16 04:13:38 +0000 2023
